"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"4119","MSdk/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"4120","MSdk/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"4121","MSdk/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"4122","MSdk/Gb01","+","Juniper – Kinnikinnick – Bluebunch wheatgrass","Gb","brushland"
"4123","MSdk/Gg14","+","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"4124","MSdk/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4125","MSdk/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4126","MSdk/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"4127","MSdk/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4128","MSdk/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4129","MSdk/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4130","MSdk/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4131","MSdk/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4132","MSdk/Rt01","+","Rocktripe – Green map","Rt","talus"
"4133","MSdk/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"4134","MSdk/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"4135","MSdk/Rt04","+","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4136","MSdk/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"4137","MSdk/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4138","MSdk/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"4139","MSdk/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"4140","MSdk/Rt20","+","Spotted saxifrage – Clad lichen","Rt","talus"
"4141","MSdk/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"4142","MSdk/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"4143","MSdk/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"4144","MSdk/Vh10","+","Fireweed – Grouseberry","Vh","avalanche herb"
"4145","MSdk/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"4146","MSdk/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"4147","MSdk/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4148","MSdk/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4149","MSdk/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4150","MSdk/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4151","MSdk/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"4152","MSdk/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"4153","MSdk/Wb15","+","Sxw – Labrador tea – Peat moss","Wb","wetland bog "
"4154","MSdk/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4155","MSdk/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"4156","MSdk/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4157","MSdk/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4158","MSdk/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"4159","MSdk/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4160","MSdk/Wm04","+","Common spikerush","Wm","wetland marsh"
"4161","MSdk/Wm05","+","Cattail","Wm","wetland marsh"
"4162","MSdk/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"4163","MSdk/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4164","MSdk/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"4165","MSdk/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4166","MSdk/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"4167","MSdk/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4168","MSdk/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4169","MSdk/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4170","MSdm1/101","+","Sxw – Falsebox – Feather moss",NA,NA
"4171","MSdm1/102","+","Fd – Douglas' maple – Pentsemon",NA,NA
"4172","MSdm1/103","+","Fd(Lw) – Pinegrass – Kinnikinnick",NA,NA
"4173","MSdm1/103a","+","Fd(Lw) – Pinegrass – Kinnikinnick; Subxeric phase",NA,NA
"4174","MSdm1/103b","+","Fd(Lw) – Pinegrass – Kinnikinnick; Submesic phase",NA,NA
"4175","MSdm1/104","+","Pl(Lw) – Pinegrass – Grouseberry",NA,NA
"4176","MSdm1/110","+","SxwBl – Trapper's tea – Grouseberry",NA,NA
"4177","MSdm1/111","+","SxwBl – Gooseberry",NA,NA
"4178","MSdm1/111.1","+","SxwBl – Gooseberry",NA,NA
"4179","MSdm1/111.2","+","SxwBl(Cw) – Thimbleberry",NA,NA
"4180","MSdm1/112","+","SxwBl – Gooseberry – Oak fern",NA,NA
"4181","MSdm1/113","+","Sxw(Bl) – Horsetail",NA,NA
"4182","MSdm1/113a","+","Sxw(Bl) – Horsetail; Riparian phase",NA,NA
"4183","MSdm1/113b","+","Sxw(Bl) – Horsetail; Swamp phase",NA,NA
"4184","MSdm1/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4185","MSdm1/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"4186","MSdm1/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"4187","MSdm1/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4188","MSdm1/Gb21","+","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"4189","MSdm1/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4190","MSdm1/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4191","MSdm1/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4192","MSdm1/Gg11$3.1","+","Big sagebrush – Bluebunch wheatgrass – Idaho fescue","Gg","grassland "
"4193","MSdm1/Gg18","+","Idaho fescue – Bluebunch wheatgrass – Selaginella","Gg","grassland "
"4194","MSdm1/Gs06","+","Mountain sagebrush – Pinegrass – Idaho Fescue","Gs","shrub-steppe"
"4195","MSdm1/Gs06$3.2","+","Mountain sagebrush – Kentucky bluegrass","Gs","shrub-steppe"
"4196","MSdm1/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4197","MSdm1/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4198","MSdm1/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"4199","MSdm1/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4200","MSdm1/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4201","MSdm1/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4202","MSdm1/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4203","MSdm1/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"4204","MSdm1/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4205","MSdm1/Rt01","+","Rocktripe – Green map","Rt","talus"
"4206","MSdm1/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"4207","MSdm1/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"4208","MSdm1/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"4209","MSdm1/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4210","MSdm1/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"4211","MSdm1/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"4212","MSdm1/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4213","MSdm1/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4214","MSdm1/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4215","MSdm1/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4216","MSdm1/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4217","MSdm1/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4218","MSdm1/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"4219","MSdm1/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4220","MSdm1/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4221","MSdm1/Wm04","+","Common spikerush","Wm","wetland marsh"
"4222","MSdm1/Wm05","+","Cattail","Wm","wetland marsh"
"4223","MSdm1/Wm09","+","Inflated sedge","Wm","wetland marsh"
"4224","MSdm1/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"4225","MSdm1/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4226","MSdm1/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"4227","MSdm1/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4228","MSdm1/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"4229","MSdm1/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4230","MSdm1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4231","MSdm1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4232","MSdm2/101","+","Sxw – Falsebox – Feather moss",NA,NA
"4233","MSdm2/102","+","FdPl – Juniper – Kinnikinnick",NA,NA
"4234","MSdm2/104","+","Pl – Pinegrass – Grouseberry",NA,NA
"4235","MSdm2/111","+","SxwBl – Gooseberry",NA,NA
"4236","MSdm2/112","+","Sxw – Devil's club",NA,NA
"4237","MSdm2/113","+","SxwBl – Horsetail",NA,NA
"4238","MSdm2/Gb21","+","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"4239","MSdm2/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4240","MSdm2/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4241","MSdm2/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4242","MSdm2/Gg11$2.3","+","Columbia needlegrass – Cheatgrass","Gg","grassland "
"4243","MSdm2/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4244","MSdm2/Gg32","+","Pinegrass – Kinnikinnick","Gg","grassland "
"4245","MSdm2/Gs04","+","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4246","MSdm2/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4247","MSdm2/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4248","MSdm2/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"4249","MSdm2/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4250","MSdm2/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4251","MSdm2/Ro05.2","+","Juniper – Kinnikinnick – Penstemon – Screw moss","Ro","rocky outcrop"
"4252","MSdm2/Ro06","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4253","MSdm2/Ro06.1","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4254","MSdm2/Ro06.2","+","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"4255","MSdm2/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4256","MSdm2/Rt01","+","Rocktripe – Green map","Rt","talus"
"4257","MSdm2/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"4258","MSdm2/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4259","MSdm2/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"4260","MSdm2/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4261","MSdm2/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4262","MSdm2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4263","MSdm2/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4264","MSdm2/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4265","MSdm2/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"4266","MSdm2/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4267","MSdm2/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4268","MSdm2/Wf09","+","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4269","MSdm2/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"4270","MSdm2/Wf12","+","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4271","MSdm2/Wf13","+","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"4272","MSdm2/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4273","MSdm2/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4274","MSdm2/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"4275","MSdm2/Wm09","+","Inflated sedge","Wm","wetland marsh"
"4276","MSdm2/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"4277","MSdm2/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4278","MSdm2/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4279","MSdm2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4280","MSdm2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4281","MSdm3/01","+","Sxw – Falsebox – Feather moss",NA,NA
"4282","MSdm3/02","+","Juniper – Bluebunch wheatgrass",NA,NA
"4283","MSdm3/03","+","Pl – Juniper – Grouseberry",NA,NA
"4284","MSdm3/04","+","Pl – Grouseberry – Pinegrass",NA,NA
"4285","MSdm3/05","+","Sxw – Gooseberry – Grouseberry",NA,NA
"4286","MSdm3/06","+","Sxw – Gooseberry – Devil's club",NA,NA
"4287","MSdm3/07","+","Sxw – Horsetail – Leafy moss",NA,NA
"4288","MSdm3/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4289","MSdm3/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4290","MSdm3/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4291","MSdm3/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4292","MSdm3/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4293","MSdv/01","+","Pl – Soopolallie – Twinflower",NA,NA
"4294","MSdv/02","+","Pl – Penstemon – Balsamroot",NA,NA
"4295","MSdv/02a","+","Pl – Penstemon – Balsamroot; Shallow",NA,NA
"4296","MSdv/02b","+","Pl – Penstemon – Balsamroot; South slope",NA,NA
"4297","MSdv/04","+","Pl – Saskatoon – Kinnikinnick",NA,NA
"4298","MSdv/05","+","Pl – Soopolallie – Heron's-bill",NA,NA
"4299","MSdv/06","+","Sxw – Twinberry – Reedgrass",NA,NA
"4300","MSdv/08","+","Sxw – Soopolallie – Scouring-rush",NA,NA
"4301","MSdv/09","+","Sxw – Horsetail – Leafy moss",NA,NA
"4302","MSdw/101","+","Sxw – Arnica – Pinegrass",NA,NA
"4303","MSdw/102","+","Fd – Juniper",NA,NA
"4304","MSdw/104","+","Pl(Lw) – Pinegrass – Twinflower",NA,NA
"4305","MSdw/104.1","+","Pl(Lw) – Pinegrass – Twinflower",NA,NA
"4306","MSdw/104.2","+","Pl(Lw) – Pinegrass – Grouseberry",NA,NA
"4307","MSdw/110","+","SxwBl – Azalea – Bunchberry",NA,NA
"4308","MSdw/110.1","+","SxwBl – Azalea – Bunchberry",NA,NA
"4309","MSdw/110.2","+","CwSxw – Bunchberry – Mitreworts",NA,NA
"4310","MSdw/111","+","Sxw – Horsetail",NA,NA
"4311","MSdw/111a","+","Sxw – Horsetail; Riparian phase",NA,NA
"4312","MSdw/111b","+","Sxw – Horsetail; Swamp phase",NA,NA
"4313","MSdw/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4314","MSdw/Ff01a","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4315","MSdw/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"4316","MSdw/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"4317","MSdw/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"4318","MSdw/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4319","MSdw/Gb01","+","Juniper – Kinnikinnick – Bluebunch wheatgrass","Gb","brushland"
"4320","MSdw/Gb04","+","Choke cherry – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"4321","MSdw/Gg12","+","Rough fescue – Yarrow – Old man's whiskers","Gg","grassland "
"4322","MSdw/Gg12$2.3","+","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"4323","MSdw/Gg12$2.4","+","Rabbit-brush – Needle-and-thread grass – Junegrass","Gg","grassland "
"4324","MSdw/Gg12$2.6","+","Canada bluegrass – Dandelion","Gg","grassland "
"4325","MSdw/Gg14","+","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"4326","MSdw/Gg17","+","Idaho fescue – Bluebunch wheatgrass – Sulphur buckwheat","Gg","grassland "
"4327","MSdw/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4328","MSdw/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4329","MSdw/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"4330","MSdw/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4331","MSdw/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4332","MSdw/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4333","MSdw/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4334","MSdw/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4335","MSdw/Rt01","+","Rocktripe – Green map","Rt","talus"
"4336","MSdw/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"4337","MSdw/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"4338","MSdw/Rt04","+","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4339","MSdw/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"4340","MSdw/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4341","MSdw/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"4342","MSdw/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"4343","MSdw/Rt20","+","Spotted saxifrage – Clad lichen","Rt","talus"
"4344","MSdw/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"4345","MSdw/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"4346","MSdw/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"4347","MSdw/Vh10","+","Fireweed – Grouseberry","Vh","avalanche herb"
"4348","MSdw/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"4349","MSdw/Vh12","+","Idaho fescue – Sulphur buckwheat – Fireweed","Vh","avalanche herb"
"4350","MSdw/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"4351","MSdw/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4352","MSdw/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4353","MSdw/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4354","MSdw/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4355","MSdw/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"4356","MSdw/Vs13","+","Huckleberry – Bear-grass – Fireweed","Vs","avalanche shrub"
"4357","MSdw/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"4358","MSdw/Wb15","+","Sxw – Labrador tea – Peat moss","Wb","wetland bog "
"4359","MSdw/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4360","MSdw/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4361","MSdw/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4362","MSdw/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4363","MSdw/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"4364","MSdw/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4365","MSdw/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4366","MSdw/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"4367","MSdw/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"4368","MSdw/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4369","MSdw/Wm04","+","Common spikerush","Wm","wetland marsh"
"4370","MSdw/Wm05","+","Cattail","Wm","wetland marsh"
"4371","MSdw/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"4372","MSdw/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"4373","MSdw/Wm16","+","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4374","MSdw/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"4375","MSdw/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4376","MSdw/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4377","MSdw/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"4378","MSdw/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4379","MSdw/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4380","MSdw/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4381","MSxk1/101","+","Pl – Pinegrass – Grouseberry – Feather moss",NA,NA
"4382","MSxk1/101a","+","Pl – Pinegrass – Grouseberry – Feather moss; Typic phase",NA,NA
"4383","MSxk1/101b","+","Pl – Pinegrass – Grouseberry – Feather moss; Warm phase",NA,NA
"4384","MSxk1/102","+","Pl – Grouseberry – Clad lichens",NA,NA
"4385","MSxk1/103","+","Pl – Grouseberry – Kinnikinnick – Clad lichens",NA,NA
"4386","MSxk1/104","+","Pl – Grouseberry – Feather moss",NA,NA
"4387","MSxk1/105","+","PlSxw – Trapper's tea – Grouseberry",NA,NA
"4388","MSxk1/110","+","Sxw – Trapper's tea – Bunchberry – Glow moss",NA,NA
"4389","MSxk1/111","+","SxwBl – Gooseberry",NA,NA
"4390","MSxk1/112","+","Sxw – Horsetail – Soft-leaved sedge",NA,NA
"4391","MSxk1/113","+","Sxw – Rocky Mountain sedge – Leafy mosses",NA,NA
"4392","MSxk1/Ag03","+","Timber oatgrass – Kinnikinnick","Ag","alpine grassland"
"4393","MSxk1/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"4394","MSxk1/Gb21","+","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"4395","MSxk1/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4396","MSxk1/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4397","MSxk1/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4398","MSxk1/Gg11$2.3","+","Columbia needlegrass – Cheatgrass","Gg","grassland "
"4399","MSxk1/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4400","MSxk1/Gg13","+","Idaho fescue – Silky lupine","Gg","grassland "
"4401","MSxk1/Gg13$2.1","+","Spreading needlegrass – Idaho fescue – Pinegrass","Gg","grassland "
"4402","MSxk1/Gg14","+","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"4403","MSxk1/Gg32","+","Pinegrass – Kinnikinnick","Gg","grassland "
"4404","MSxk1/Gs04","+","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4405","MSxk1/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4406","MSxk1/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4407","MSxk1/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4408","MSxk1/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4409","MSxk1/Ro06","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4410","MSxk1/Ro06.1","+","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4411","MSxk1/Ro06.2","+","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"4412","MSxk1/Ro11","+","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4413","MSxk1/Rt01","+","Rocktripe – Green map","Rt","talus"
"4414","MSxk1/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"4415","MSxk1/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4416","MSxk1/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"4417","MSxk1/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4418","MSxk1/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"4419","MSxk1/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"4420","MSxk1/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4421","MSxk1/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"4422","MSxk1/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"4423","MSxk1/Wf07","+","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4424","MSxk1/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
