"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"1896","SBSmw/14","Sb  – Creeping-snowberry – Peat moss","",""
"1897","SBSmw/15","Sb – Soft-leaved sedge – Peat moss","",""
"1898","SBSmw/16","Sb – Common horsetail – Peat moss","",""
"1899","SBSmw/Wb07","Pl – Water sedge – Peat moss","",""
"1900","SBSmz/101","BlPliSxl – Bunchberry – False toadflax","",""
"1901","SBSmz/101a","BlPliSxl – Bunchberry – False toadflax; Mesic phase","",""
"1902","SBSmz/101b","BlPliSxl – Bunchberry – False toadflax; Subxeric phase","",""
"1903","SBSmz/102","PliBl – Kinnikinnick – Clad lichens","",""
"1904","SBSmz/104","BlPli – Crowberry – Feather moss","",""
"1905","SBSmz/110","Bl – Oak fern – Bunchberry","",""
"1906","SBSmz/111","BlSxl – Devil's club","",""
"1907","SBSmz/112","BlSxl – High bush-cranberry – Horsetail","Fh","high fluvial bench"
"1908","SBSmz/113","BlSxl – Scrub birch – Peat mosses","",""
"1909","SBSmz/114","BlSxl – Horsetail – Peat mosses","",""
"1910","SBSvc/101","BlSxl – Devil's club – Dogwood","",""
"1911","SBSvc/102","PliBl – Juniper – Kinnikinnick","",""
"1912","SBSvc/103","PliBl – Soopolallie","",""
"1913","SBSvc/103.1","PliBl – Soopolallie; Prince's pine variation","",""
"1914","SBSvc/103.2","PliBl – Soopolallie; Dogbane variation","",""
"1915","SBSvc/104","PliSxlBl – False toadflax","",""
"1916","SBSvc/105","PliBl – High bush-cranberry","",""
"1917","SBSvc/110","BlSxl – Devil's club – Horsetail","",""
"1918","SBSvc/Fm02","ActSxl – Dogwood","Fm","mid fluvial bench"
"1919","SBSvk/01","Sxw – Devil's club","",""
"1920","SBSvk/02","Pl – Huckleberry – Velvet-leaved blueberry","",""
"1921","SBSvk/03","SxwFd – Thimbleberry","IN","insolation"
"1922","SBSvk/04","Sxw – Oak fern","",""
"1923","SBSvk/05","Sxw – Devil's club – Spiny wood fern","",""
"1924","SBSvk/06","Sxw – Horsetail","",""
"1925","SBSvk/07","Sxw – Devil's club – Ostrich fern","",""
"1926","SBSvk/08","SbPl – Bog-laurel – Sphagnum","CA","cold aspects - cold air"
"1927","SBSvk/09","Pl – Huckleberry – Cladina","",""
"1928","SBSvk/10","Sxw – Skunk cabbage","",""
"1929","SBSvk/13","Sb – Skunk cabbage – Peat moss","",""
"1930","SBSwk1/01","Sxw – Oak fern","",""
"1931","SBSwk1/02","Pl – Huckleberry – Cladina","",""
"1932","SBSwk1/03","Pl – Huckleberry – Velvet-leaved blueberry","",""
"1933","SBSwk1/04","SxwFd – Knight's plume","IN","insolation"
"1934","SBSwk1/05","Sxw – Huckleberry – High bush-cranberry","",""
"1935","SBSwk1/06","Sxw – Pink spirea – Oak fern","CA","cold aspects - cold air"
"1936","SBSwk1/07","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"1937","SBSwk1/08","Sxw – Devil's club","",""
"1938","SBSwk1/09","Sxw – Horsetail","",""
"1939","SBSwk1/10","Sxw – Devil's club – Lady fern","",""
"1940","SBSwk1/11","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"1941","SBSwk1/12","SbPl – Feathermoss","FR","frost"
"1942","SBSwk1/13","ActSxw – Red-osier dogwood","Fm","mid fluvial bench"
"1943","SBSwk1/14","Pl – Bog-rosemary – Peat moss","",""
"1944","SBSwk1/15","Sb – Common horsetail – Peat moss","",""
"1945","SBSwk1/16","Sb – Buckbean – Peat moss","",""
"1946","SBSwk1/17","Sb – Skunk cabbage – Peat moss","",""
"1947","SBSwk2/01","Sxw – Oak fern","",""
"1948","SBSwk2/02","Pl – Huckleberry – Cladina","",""
"1949","SBSwk2/03","Sxw – Huckleberry – High bush-cranberry","",""
"1950","SBSwk2/04","SbPl – Feathermoss","FR","frost"
"1951","SBSwk2/05","Sxw – Devil's club","",""
"1952","SBSwk2/06","Sxw – Horsetail","",""
"1953","SBSwk2/07","Lt – Water sedge – Fen Moss","",""
"1954","SBSwk3/01","Sxw – Oak fern","",""
"1955","SBSwk3/02","Pl – Huckleberry – Cladina","",""
"1956","SBSwk3/03","SxwFd – Purple peavine","",""
"1957","SBSwk3/04","Sxw – Huckleberry – High bush-cranberry","",""
"1958","SBSwk3/05","Sb – Labrador tea","FR","frost"
"1959","SBSwk3/06","Sxw – Twinberry – Coltsfoot","",""
"1960","SBSwk3/07","Sxw – Devil's club","",""
"1961","SBSwk3/08","Sxw – Horsetail","",""
"1962","SBSwk3a/01","Sxw – Dogwood – Fairybells","",""
"1963","SBSwk3a/02","Pl – Huckleberry – Cladina","",""
"1964","SBSwk3a/03","SxwFd – Purple peavine","",""
"1965","SBSwk3a/04","SxwFd – Birch-leaved spirea – Feathermoss","",""
"1966","SBSwk3a/05","Sb – Labrador tea","FR","frost"
"1967","SBSwk3a/06","Sxw – Twinberry – Coltsfoot","",""
"1968","SBSwk3a/07","Sxw – Devil's club","",""
"1969","SBSwk3a/08","Sxw – Horsetail","Fh","high fluvial bench"
"1970","SWBmk/01","Sw – Grey-leaved willow – Scrub birch","",""
"1971","SWBmk/02","Sw – Scrub birch – Cladina","",""
"1972","SWBmk/03","Sw – Juniper – Wildrye","CA","cold aspects - cold air"
"1973","SWBmk/04","Sw – Arctic lupine – Step moss","IN","insolation"
"1974","SWBmk/05","Sw – Willow – Crowberry","CAS","cold aspects"
"1975","SWBmk/06","Sw – Willow – Step moss","",""
"1976","SWBmk/07","Sw – Scrub birch – Bluejoint","CAS","cold aspects"
"1977","SWBmk/08","Sw – Shrubby cinquefoil – Horsetail","",""
"1978","SWBmk/09","Sw – Horsetail – Sphagnum","",""
